Offense ID,MCPP,Longitude,Latitude,Crime Against Category,Offense Parent Group,Offense
12605873663,MAGNOLIA,-122.38597372299999,47.64938723,SOCIETY,DRUG/NARCOTIC OFFENSES,Drug/Narcotic Violations
12605598696,ROOSEVELT/RAVENNA,-122.323399063,47.67511789,PROPERTY,LARCENY-THEFT,Theft of Motor Vehicle Parts or Accessories
12605567653,ROOSEVELT/RAVENNA,-122.29955218,47.66638407,PROPERTY,ROBBERY,Robbery
12605174036,MAGNOLIA,-122.384864805,47.64292734,PROPERTY,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,Destruction/Damage/Vandalism of Property
12605097782,NORTH BEACON HILL,-122.314718681,47.58024753,PROPERTY,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,Destruction/Damage/Vandalism of Property
12605081469,BALLARD SOUTH,-122.36619534200001,47.66219308,SOCIETY,DRIVING UNDER THE INFLUENCE,Driving Under the Influence
12605077150,DOWNTOWN COMMERCIAL,-122.338449515,47.60878866,PROPERTY,LARCENY-THEFT,Shoplifting
12605030307,NORTH ADMIRAL,-122.386659755,47.5783244,SOCIETY,DRIVING UNDER THE INFLUENCE,Driving Under the Influence
12605029468,PHINNEY RIDGE,-122.355309065,47.68052695,PROPERTY,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,Destruction/Damage/Vandalism of Property
12604995759,ROXHILL/WESTWOOD/ARBOR HEIGHTS,-122.36731199299999,47.52102758,PROPERTY,LARCENY-THEFT,Shoplifting
12605015456,SANDPOINT,-122.30489081,47.69756434,PROPERTY,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,Destruction/Damage/Vandalism of Property
12604963106,NORTHGATE,-122.312077769,47.69761617,SOCIETY,DRIVING UNDER THE INFLUENCE,Driving Under the Influence
12605008517,CAPITOL HILL,-122.316845012,47.61468385,PROPERTY,LARCENY-THEFT,Theft From Motor Vehicle
12604928711,CAPITOL HILL,-122.320789514,47.61465549,PROPERTY,LARCENY-THEFT,Shoplifting
12604927228,UNIVERSITY,-122.32072010600001,47.66247336,PROPERTY,FRAUD OFFENSES,Wire Fraud
12604929082,COLUMBIA CITY,0.0,0.0,PROPERTY,LARCENY-THEFT,Theft From Building
12605193820,COLUMBIA CITY,0.0,0.0,PERSON,KIDNAPPING/ABDUCTION,Kidnapping/Abduction
12604909238,NORTH BEACON HILL,-122.315976829,47.5859559,PROPERTY,LARCENY-THEFT,Theft From Motor Vehicle
12604898406,GEORGETOWN,-122.339439095,47.56132149,SOCIETY,DRIVING UNDER THE INFLUENCE,Driving Under the Influence
12604889529,CAPITOL HILL,-122.320863694,47.61932364,PROPERTY,COUNTERFEITING/FORGERY,Counterfeiting/Forgery
12604874045,FIRST HILL,-122.316778894,47.61156267,PROPERTY,LARCENY-THEFT,Theft From Motor Vehicle
12604760012,GEORGETOWN,-122.32290903200001,47.54294056,PROPERTY,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,Destruction/Damage/Vandalism of Property
12604768348,UNIVERSITY,-122.313115709,47.66218058,PROPERTY,LARCENY-THEFT,Shoplifting
12604748428,QUEEN ANNE,-122.361938917,47.62394954,PROPERTY,LARCENY-THEFT,Theft From Motor Vehicle
12604733588,SODO,-122.33200668399999,47.57140627,PROPERTY,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,Destruction/Damage/Vandalism of Property
12604714462,NORTHGATE,-122.33452432,47.70233163,SOCIETY,DRUG/NARCOTIC OFFENSES,Drug/Narcotic Violations
12604680236,DOWNTOWN COMMERCIAL,-122.330510332,47.60188591,SOCIETY,DRUG/NARCOTIC OFFENSES,Drug/Narcotic Violations
12604667448,QUEEN ANNE,-122.353751129,47.61859552,PROPERTY,LARCENY-THEFT,All Other Larceny
12604662310,QUEEN ANNE,-122.36180477399999,47.630894399999995,PROPERTY,LARCENY-THEFT,Theft From Motor Vehicle
12604701795,CENTRAL AREA/SQUIRE PARK,-122.308863594,47.61221899,SOCIETY,PORNOGRAPHY/OBSCENE MATERIAL,Pornography/Obscene Material
12604629255,CENTRAL AREA/SQUIRE PARK,-122.308863594,47.61221899,PROPERTY,EXTORTION/BLACKMAIL,Extortion/Blackmail
12604504697,NORTHGATE,-122.34483426799999,47.71354798,PROPERTY,LARCENY-THEFT,Shoplifting
12604473206,MID BEACON HILL,-122.314783435,47.55638651,PROPERTY,LARCENY-THEFT,Theft From Motor Vehicle
12604458633,NORTH BEACON HILL,-122.30489459799999,47.57999734,PROPERTY,MOTOR VEHICLE THEFT,Motor Vehicle Theft
12604336720,UNIVERSITY,-122.313115709,47.66218058,PROPERTY,LARCENY-THEFT,Shoplifting
12604443489,CENTRAL AREA/SQUIRE PARK,-122.30893628,47.60709807,PROPERTY,MOTOR VEHICLE THEFT,Motor Vehicle Theft
12604319004,ALASKA JUNCTION,-122.381493999,47.5565447,PROPERTY,LARCENY-THEFT,All Other Larceny
12604232453,SODO,-122.329988664,47.57876794,PROPERTY,LARCENY-THEFT,Theft From Building
12604223543,DOWNTOWN COMMERCIAL,-122.33049384200001,47.60512615,PROPERTY,ROBBERY,Robbery
12604179190,FREMONT,-122.34563939,47.65912603,PROPERTY,LARCENY-THEFT,Theft of Motor Vehicle Parts or Accessories
12604173337,DOWNTOWN COMMERCIAL,-122.33612872100001,47.61044597,PROPERTY,COUNTERFEITING/FORGERY,Counterfeiting/Forgery
12604095457,ROXHILL/WESTWOOD/ARBOR HEIGHTS,-122.378095285,47.51654951,PROPERTY,LARCENY-THEFT,All Other Larceny
12604100395,NORTH ADMIRAL,-122.383821146,47.58323011,PROPERTY,LARCENY-THEFT,Theft From Motor Vehicle
12604082101,DOWNTOWN COMMERCIAL,-122.334607817,47.60291195,PROPERTY,LARCENY-THEFT,Theft From Motor Vehicle
12604185842,SLU/CASCADE,-122.343650126,47.6185566,PROPERTY,MOTOR VEHICLE THEFT,Motor Vehicle Theft
12603996255,CHINATOWN/INTERNATIONAL DISTRICT,-122.320159539,47.60169935,PROPERTY,LARCENY-THEFT,All Other Larceny
12603989151,FREMONT,-122.34562812,47.66007201,PROPERTY,LARCENY-THEFT,Theft From Motor Vehicle
12603706656,SANDPOINT,-122.26222809299999,47.67889074,SOCIETY,DRIVING UNDER THE INFLUENCE,Driving Under the Influence
12603706291,BALLARD SOUTH,-122.37218016,47.66365981,PROPERTY,LARCENY-THEFT,Theft of Motor Vehicle Parts or Accessories
12603681821,SLU/CASCADE,0.0,0.0,PROPERTY,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,Destruction/Damage/Vandalism of Property
12603688357,SLU/CASCADE,0.0,0.0,PERSON,SEX OFFENSES,Sodomy
12603653571,CAPITOL HILL,-122.316238574,47.61760538,PROPERTY,ROBBERY,Robbery
12603625989,HILLMAN CITY,-122.287586514,47.55049818,PROPERTY,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,Destruction/Damage/Vandalism of Property
12603551807,DOWNTOWN COMMERCIAL,-122.33511980200001,47.61018167,PROPERTY,LARCENY-THEFT,Theft From Motor Vehicle
12603505805,FIRST HILL,-122.319411925,47.60478099,PROPERTY,EXTORTION/BLACKMAIL,Extortion/Blackmail
12603489906,NORTHGATE,-122.34499682799999,47.72503555,PROPERTY,LARCENY-THEFT,Shoplifting
12603492046,NORTHGATE,-122.34499682799999,47.72503555,PROPERTY,STOLEN PROPERTY OFFENSES,Stolen Property Offenses
12603435446,MAGNOLIA,-122.38755847600001,47.65137209,PROPERTY,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,Destruction/Damage/Vandalism of Property
12603405539,NORTHGATE,-122.32461515799999,47.7086028,PROPERTY,LARCENY-THEFT,Shoplifting
12603393850,CHINATOWN/INTERNATIONAL DISTRICT,-122.324731506,47.59835127,PROPERTY,LARCENY-THEFT,Theft From Building
12603378761,CHINATOWN/INTERNATIONAL DISTRICT,-122.322052376,47.59750785,PROPERTY,LARCENY-THEFT,Theft From Motor Vehicle
12603358305,ROOSEVELT/RAVENNA,-122.324611421,47.68015558,PROPERTY,FRAUD OFFENSES,False Pretenses/Swindle/Confidence Game
12603425679,NORTHGATE,-122.316877599,47.70400593,PROPERTY,LARCENY-THEFT,Theft From Motor Vehicle
12603342697,HIGH POINT,-122.372273693,47.55286188,PROPERTY,LARCENY-THEFT,All Other Larceny
12603327658,BALLARD SOUTH,-122.37217846,47.66504444,PROPERTY,LARCENY-THEFT,All Other Larceny
12603329430,CAPITOL HILL,-122.324495896,47.61704694,PROPERTY,LARCENY-THEFT,Theft From Building
12603300218,MOUNT BAKER,-122.299022274,47.58435803,PROPERTY,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,Destruction/Damage/Vandalism of Property
12603293203,FIRST HILL,-122.32922111,47.60960404,PROPERTY,LARCENY-THEFT,All Other Larceny
12603278169,HIGHLAND PARK,-122.35508026,47.52516304,PROPERTY,FRAUD OFFENSES,Credit Card/Automated Teller Machine Fraud
12603262460,HILLMAN CITY,-122.28811157,47.5516102,PROPERTY,EMBEZZLEMENT,Embezzlement
12603264966,HIGH POINT,-122.376509787,47.54195105,PROPERTY,MOTOR VEHICLE THEFT,Motor Vehicle Theft
12603255555,BITTERLAKE,-122.35545968299999,47.70599117,SOCIETY,DRIVING UNDER THE INFLUENCE,Driving Under the Influence
12603243471,BALLARD SOUTH,-122.37218016,47.66365981,PROPERTY,LARCENY-THEFT,Shoplifting
12603229695,PIONEER SQUARE,-122.33287805299999,47.60047410000001,PROPERTY,LARCENY-THEFT,Theft From Building
12603219787,BELLTOWN,-122.350186371,47.616134100000004,PROPERTY,FRAUD OFFENSES,Credit Card/Automated Teller Machine Fraud
12603216269,ROXHILL/WESTWOOD/ARBOR HEIGHTS,-122.364542433,47.52193839,PROPERTY,LARCENY-THEFT,Theft From Motor Vehicle
12603213007,GEORGETOWN,-122.326153215,47.54625,PROPERTY,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,Destruction/Damage/Vandalism of Property
12603235804,SOUTH BEACON HILL,-122.28512018,47.5165395,PROPERTY,FRAUD OFFENSES,Wire Fraud
12603179493,CAPITOL HILL,-122.320789514,47.61465549,PROPERTY,LARCENY-THEFT,Shoplifting
12603181869,PIONEER SQUARE,-122.33097634200001,47.59828697,PROPERTY,LARCENY-THEFT,All Other Larceny
12603176263,MID BEACON HILL,0.0,0.0,PERSON,SEX OFFENSES,Rape
12603172639,QUEEN ANNE,-122.366339921,47.63595428,SOCIETY,DRUG/NARCOTIC OFFENSES,Drug/Narcotic Violations
12603140175,QUEEN ANNE,-122.362586854,47.62460516,PROPERTY,MOTOR VEHICLE THEFT,Motor Vehicle Theft
12603125126,BALLARD SOUTH,-122.368605586,47.66329603,PROPERTY,MOTOR VEHICLE THEFT,Motor Vehicle Theft
12603089566,ROOSEVELT/RAVENNA,-122.31651049999999,47.67497945,PROPERTY,LARCENY-THEFT,Shoplifting
12603096154,CENTRAL AREA/SQUIRE PARK,-122.303753445,47.61764399,PROPERTY,LARCENY-THEFT,Theft From Motor Vehicle
12603113756,BELLTOWN,-122.352887455,47.61597109,PROPERTY,LARCENY-THEFT,Theft From Building
12603070436,ROOSEVELT/RAVENNA,-122.31651049999999,47.67497945,PROPERTY,LARCENY-THEFT,Shoplifting
12603071183,RAINIER VIEW,-122.26472355899999,47.51258367,PROPERTY,LARCENY-THEFT,Theft From Motor Vehicle
12603013610,MAGNOLIA,-122.398309451,47.64217288,PROPERTY,LARCENY-THEFT,Shoplifting
12603005065,QUEEN ANNE,-122.34625495799999,47.64176879,PROPERTY,LARCENY-THEFT,Theft From Motor Vehicle
12602993330,HIGH POINT,-122.36129766200001,47.5360414,PROPERTY,LARCENY-THEFT,Shoplifting
12602957745,SLU/CASCADE,-122.337879034,47.61588661,PROPERTY,LARCENY-THEFT,Shoplifting
12602938497,CAPITOL HILL,-122.327804574,47.61393023,PROPERTY,LARCENY-THEFT,All Other Larceny
12602937895,FIRST HILL,-122.316781855,47.60218964,PROPERTY,LARCENY-THEFT,All Other Larceny
12602937684,CAPITOL HILL,-122.32089167299999,47.62107587,PROPERTY,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,Destruction/Damage/Vandalism of Property
12602919317,SLU/CASCADE,-122.33084410200001,47.62642066,PROPERTY,LARCENY-THEFT,Theft From Building
12602913229,CHINATOWN/INTERNATIONAL DISTRICT,-122.325063697,47.59709367,PROPERTY,LARCENY-THEFT,All Other Larceny
12603481782,ALASKA JUNCTION,-122.379318965,47.55200342,PROPERTY,LARCENY-THEFT,Theft From Motor Vehicle
12602904965,ALASKA JUNCTION,-122.379318965,47.55200342,PROPERTY,MOTOR VEHICLE THEFT,Motor Vehicle Theft
12602895526,SLU/CASCADE,-122.336479326,47.62454524,PROPERTY,LARCENY-THEFT,Shoplifting
12602889989,MOUNT BAKER,-122.280730889,47.57019913,PROPERTY,LARCENY-THEFT,Theft From Motor Vehicle
12602890959,DOWNTOWN COMMERCIAL,-122.33501787600001,47.61090902,PROPERTY,LARCENY-THEFT,Shoplifting
12602890297,DOWNTOWN COMMERCIAL,-122.331082199,47.60241242,PROPERTY,ROBBERY,Robbery
12602877558,NORTH ADMIRAL,-122.377542525,47.57927478,PROPERTY,LARCENY-THEFT,Theft From Motor Vehicle
12602864315,FREMONT,-122.35448367,47.65046915,PROPERTY,LARCENY-THEFT,Theft From Motor Vehicle
12602833182,JUDKINS PARK/NORTH BEACON HILL,-122.310924822,47.5992282,PROPERTY,LARCENY-THEFT,Theft From Motor Vehicle
12602800752,DOWNTOWN COMMERCIAL,-122.340630935,47.60872352,PROPERTY,LARCENY-THEFT,Theft From Building
12602800513,PIONEER SQUARE,-122.333268209,47.59678343,PROPERTY,LARCENY-THEFT,Theft From Building
12602786301,FIRST HILL,-122.317913914,47.61236106,PROPERTY,LARCENY-THEFT,Theft From Motor Vehicle
12602799707,MAGNOLIA,-122.400992585,47.64004087,PROPERTY,ROBBERY,Robbery
12602795089,ALASKA JUNCTION,-122.37613502100001,47.56929162,PROPERTY,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,Destruction/Damage/Vandalism of Property
12602695838,NORTHGATE,-122.320437266,47.70266813,PROPERTY,LARCENY-THEFT,Theft From Motor Vehicle
12602698700,EASTLAKE - WEST,-122.32519843799999,47.64650426,PROPERTY,MOTOR VEHICLE THEFT,Motor Vehicle Theft
12602668826,FREMONT,-122.34979117299999,47.65001037,PROPERTY,FRAUD OFFENSES,Identity Theft
12602639482,NORTHGATE,-122.32461515799999,47.7086028,PROPERTY,LARCENY-THEFT,Theft From Motor Vehicle
12602639936,BALLARD SOUTH,-122.388860707,47.66867356,PROPERTY,LARCENY-THEFT,All Other Larceny
12602616572,NORTH BEACON HILL,-122.317280369,47.59076389,PROPERTY,LARCENY-THEFT,Theft From Motor Vehicle
12602613988,QUEEN ANNE,-122.344937685,47.62758727,PROPERTY,LARCENY-THEFT,Theft From Motor Vehicle
12602613638,MADRONA/LESCHI,-122.286922048,47.5985085,PROPERTY,LARCENY-THEFT,Theft From Motor Vehicle
12602696572,NORTHGATE,-122.34483426799999,47.71354798,PROPERTY,LARCENY-THEFT,Shoplifting
12602702303,NORTHGATE,-122.34483426799999,47.71354798,SOCIETY,DRUG/NARCOTIC OFFENSES,Drug/Narcotic Violations
12602605039,CAPITOL HILL,-122.324320572,47.61264032,PROPERTY,LARCENY-THEFT,Theft From Building
12602602508,SLU/CASCADE,-122.351483825,47.62500382,PROPERTY,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,Destruction/Damage/Vandalism of Property
12602602207,DOWNTOWN COMMERCIAL,-122.34001342200001,47.60882096,PROPERTY,LARCENY-THEFT,Theft From Motor Vehicle
12602592249,UNIVERSITY,-122.31548087200001,47.65982286,PROPERTY,LARCENY-THEFT,Theft From Motor Vehicle
12602592698,ALASKA JUNCTION,-122.392108224,47.56935997,PROPERTY,FRAUD OFFENSES,False Pretenses/Swindle/Confidence Game
12602590662,DOWNTOWN COMMERCIAL,-122.338348304,47.60951744,PROPERTY,LARCENY-THEFT,All Other Larceny
12602590482,NORTHGATE,-122.341927731,47.69906761,PROPERTY,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,Destruction/Damage/Vandalism of Property
12602597067,ROOSEVELT/RAVENNA,-122.300744931,47.68253569,PROPERTY,MOTOR VEHICLE THEFT,Motor Vehicle Theft
12602581406,UNIVERSITY,-122.31374637399999,47.65980204,PROPERTY,LARCENY-THEFT,Theft From Motor Vehicle
12602570550,UNIVERSITY,-122.31840882200001,47.66221425,PROPERTY,LARCENY-THEFT,Theft From Motor Vehicle
12602588080,BITTERLAKE,-122.35554670799999,47.72323367,PROPERTY,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,Destruction/Damage/Vandalism of Property
12602541927,BALLARD SOUTH,-122.382666321,47.66595739,PROPERTY,LARCENY-THEFT,All Other Larceny
12602541691,DOWNTOWN COMMERCIAL,-122.338146742,47.61097516,PROPERTY,LARCENY-THEFT,All Other Larceny
12602547070,BELLTOWN,-122.35316864,47.61730887,PROPERTY,LARCENY-THEFT,Theft From Building
12602531517,ROOSEVELT/RAVENNA,-122.290822445,47.67032171,PROPERTY,LARCENY-THEFT,Theft From Motor Vehicle
12602529781,BELLTOWN,-122.35316864,47.61730887,PROPERTY,LARCENY-THEFT,All Other Larceny
12602528734,ALASKA JUNCTION,-122.377447628,47.56558373,PROPERTY,LARCENY-THEFT,Theft From Motor Vehicle
12602542010,ALASKA JUNCTION,-122.3874491,47.56473744,PROPERTY,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,Destruction/Damage/Vandalism of Property
12602502814,SLU/CASCADE,-122.346170622,47.61669063,PROPERTY,LARCENY-THEFT,All Other Larceny
12602502648,ALASKA JUNCTION,-122.37744548799999,47.56742553,PROPERTY,LARCENY-THEFT,Theft From Motor Vehicle
12602502424,CENTRAL AREA/SQUIRE PARK,-122.300082009,47.61588924,PROPERTY,LARCENY-THEFT,Theft From Motor Vehicle
12602493712,UNIVERSITY,-122.31763816200001,47.66129873,PROPERTY,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,Destruction/Damage/Vandalism of Property
12602491238,CAPITOL HILL,-122.323415475,47.61523114,PROPERTY,LARCENY-THEFT,All Other Larceny
12602479817,SLU/CASCADE,-122.33357712700001,47.61628073,PROPERTY,LARCENY-THEFT,Theft From Motor Vehicle
12602478708,QUEEN ANNE,-122.35555354,47.64254854,PROPERTY,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,Destruction/Damage/Vandalism of Property
12602488156,GEORGETOWN,-122.334314673,47.54761638,PROPERTY,MOTOR VEHICLE THEFT,Motor Vehicle Theft
12602467905,ROOSEVELT/RAVENNA,-122.32697455,47.68592294,PROPERTY,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,Destruction/Damage/Vandalism of Property
12602467762,FREMONT,-122.34669439700001,47.65912662,PROPERTY,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,Destruction/Damage/Vandalism of Property
12602454429,BITTERLAKE,-122.354866194,47.72323212,PROPERTY,LARCENY-THEFT,Theft of Motor Vehicle Parts or Accessories
12602444811,GREENWOOD,0.0,0.0,PROPERTY,LARCENY-THEFT,Theft From Motor Vehicle
12602444599,EASTLAKE - WEST,-122.32519843799999,47.64650426,PROPERTY,LARCENY-THEFT,All Other Larceny
12602385305,NORTH ADMIRAL,-122.37709168200001,47.57215315,PROPERTY,FRAUD OFFENSES,Identity Theft
12602376986,MADISON PARK,-122.28268729,47.63239628,PROPERTY,LARCENY-THEFT,All Other Larceny
12602360897,BALLARD SOUTH,-122.365097046,47.66292138,PROPERTY,LARCENY-THEFT,Theft From Motor Vehicle
12602331162,QUEEN ANNE,-122.363883734,47.62586164,PROPERTY,LARCENY-THEFT,Theft From Motor Vehicle
12602315683,UNIVERSITY,-122.314363316,47.65832864,PROPERTY,LARCENY-THEFT,Theft From Motor Vehicle
12602315170,SLU/CASCADE,-122.33294187,47.6158847,PROPERTY,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,Destruction/Damage/Vandalism of Property
12602304608,FREMONT,-122.35446663,47.65604983,PROPERTY,LARCENY-THEFT,Theft From Motor Vehicle
12602303941,JUDKINS PARK/NORTH BEACON HILL,-122.306241505,47.592553499999994,PROPERTY,LARCENY-THEFT,Theft From Motor Vehicle
12602303132,ROOSEVELT/RAVENNA,0.0,0.0,PROPERTY,LARCENY-THEFT,Theft From Motor Vehicle
12602302977,NORTH DELRIDGE,-122.354956677,47.54098986,PROPERTY,LARCENY-THEFT,Theft From Motor Vehicle
12602298218,CLAREMONT/RAINIER VISTA,-122.294005649,47.57291861,PROPERTY,LARCENY-THEFT,Theft From Motor Vehicle
